dx,dy,dt,d,targetX,targetY
-59,28,14,838.6298349093001,535,620
-58,32,16,835.1005927431737,535,620
-55,32,20,832.9729887577388,535,620
-49,32,14,828.7339742040265,535,620
-32,24,20,822.6208117960547,535,620
-52,41,16,824.5059126531477,535,620
-24,22,16,818.5871975544206,535,620
-26,27,16,816.3148902231295,535,620
-21,24,17,815.0779103864857,535,620
-26,35,18,810.5220539874285,535,620
-6,11,14,814.5931499834749,535,620
-13,23,18,810.378306718535,535,620
-7,14,18,813.0190649671138,535,620
-6,14,15,812.352755888721,535,620
-4,12,18,812.5176921150702,535,620
-2,7,17,814.9466240190212,535,620
-2,7,14,814.9466240190212,535,620
-1,4,16,816.5488350368274,535,620
-1,2,18,818.0586776020409,535,620
0,1,18,818.1601310257057,535,620
0,1,17,818.1601310257057,535,620
2,2,17,816.0961953103323,535,620
2,4,15,814.5827152597826,535,620
3,4,16,813.9287438099235,535,620
2,4,17,814.5827152597826,535,620
2,4,17,814.5827152597826,535,620
2,3,19,815.3391932196072,535,620
0,1,15,818.1601310257057,535,620
1,1,16,817.5065748971075,535,620
0,1,17,818.1601310257057,535,620
0,0,16,818.91696770796,535,620
1,0,39,818.2640160730521,535,620
0,-1,219,819.674325570833,535,620
0,-1,8,819.674325570833,535,620
0,-1,17,819.674325570833,535,620
0,-4,16,821.949511831475,535,620
0,-2,17,820.4322031709872,535,620
0,-2,17,820.4322031709872,535,620
0,0,18,818.91696770796,535,620
0,0,18,818.91696770796,535,620
0,-2,316,948.1165540164353,934,161
0,-16,17,950.6234796174562,934,161
0,-17,14,950.810180845788,934,161
4,-50,17,953.6356746682666,934,161
25,-89,18,942.751823122077,934,161
30,-53,17,928.9843916880412,934,161
43,-47,16,914.9562831086521,934,161
58,-40,15,898.7641514880308,934,161
61,-29,21,893.4366233818714,934,161
39,-15,15,912.1408882404078,934,161
41,-16,14,910.3724512527826,934,161
19,-9,20,930.658369112963,934,161
17,-9,17,932.624790577647,934,161
10,-7,15,939.1485505499116,934,161
7,-7,17,942.100313130189,934,161
4,-6,16,944.8751240243337,934,161
5,-9,18,944.4262808710905,934,161
2,-3,14,946.3191850533307,934,161
7,-11,20,942.8218283429802,934,161
6,-6,16,942.9066761880521,934,161
8,-8,16,941.2953840320264,934,161
5,-4,17,943.5390823913973,934,161
4,-4,17,944.5236894858699,934,161
2,-2,15,946.1463945922957,934,161
1,-1,18,946.9598724338852,934,161
1,0,17,946.7893113042627,934,161
0,1,50,947.605403108277,934,161
0,0,15,947.7747622721339,934,161
0,0,17,947.7747622721339,934,161
-1,0,252,918.3947952814193,756,520
-3,1,16,919.4792004172797,756,520
-9,4,15,922.7572811958734,756,520
-19,7,16,929.4051861271272,756,520
-58,27,19,951.6538236144486,756,520
-43,20,15,942.5502639116919,756,520
-27,19,18,929.5644141209366,756,520
-26,22,16,927.1073292774682,756,520
-14,22,16,917.0081788075829,756,520
-4,21,18,909.1760005631473,756,520
0,21,14,905.8349739328903,756,520
9,23,20,897.2279531980711,756,520
15,22,14,892.7961693466208,756,520
11,15,18,900.0277773491216,756,520
11,16,16,899.4670644331565,756,520
4,8,18,909.751614453088,756,520
3,9,17,910.016483367197,756,520
1,1,14,916.1801132965068,756,520
0,5,20,914.7464129473261,756,520
0,1,14,917.0043620397888,756,520
-4,4,19,918.6163508233457,756,520
-3,5,16,917.2273436831242,756,520
-3,5,16,917.2273436831242,756,520
-4,6,16,917.4944141519337,756,520
-2,5,18,916.4000218245305,756,520
-4,7,14,916.9345669130377,756,520
-2,3,17,917.5254764855306,756,520
-2,7,16,915.2775535322605,756,520
-2,5,21,916.4000218245305,756,520
-2,6,15,915.8384136953417,756,520
-1,7,16,914.449561211552,756,520
-1,6,17,915.0109288964804,756,520
-1,4,17,916.1359069483086,756,520
0,6,17,914.1837889614976,756,520
-1,3,16,916.6995145629783,756,520
0,1,17,917.0043620397888,756,520
0,2,17,916.4387595469759,756,520
0,0,16,917.5707057224528,756,520
-1,1,14,917.8289601009548,756,520
0,1,21,917.0043620397888,756,520
0,0,15,917.5707057224528,756,520
0,1,17,917.0043620397888,756,520
0,0,335,917.5707057224528,756,520
1,2,15,915.6140016404293,756,520
2,4,17,913.6585795580316,756,520
0,1,15,917.0043620397888,756,520
1,1,18,916.1801132965068,756,520
0,0,16,917.5707057224528,756,520
1,1,17,916.1801132965068,756,520
0,1,15,917.0043620397888,756,520
0,0,19,917.5707057224528,756,520
0,0,16,917.5707057224528,756,520
0,0,321,812.4161495194443,532,614
-2,0,12,813.7272270238965,532,614
-9,0,16,818.3379497493685,532,614
-15,1,18,821.5704473750258,532,614
-33,7,17,829.2611168986522,532,614
-23,8,17,821.7426604479044,532,614
-35,14,15,825.5234702902153,532,614
-44,25,18,823.8306864884313,532,614
-11,7,15,814.4310897798537,532,614
-24,14,18,818.0073349304394,532,614
-9,6,15,813.8458084920018,532,614
-8,5,18,813.9293581140811,532,614
-6,3,16,814.1038017353807,532,614
-3,2,18,812.8769894639656,532,614
-1,1,16,812.3164408037055,532,614
-1,0,18,813.0713375836095,532,614
0,1,14,811.6606433725858,532,614
0,0,18,812.4161495194443,532,614
0,0,43,812.4161495194443,532,614
0,0,308,1186.1079208908436,1186,16
0,-5,14,1186.1859044854648,1186,16
0,-20,17,1186.5462485718792,1186,16
10,-54,18,1178.08149123904,1186,16
26,-48,16,1161.7641757258657,1186,16
60,-64,16,1128.8383409505543,1186,16
74,-53,18,1114.138680775423,1186,16
99,-54,16,1089.2515779194446,1186,16
115,-52,18,1073.1565589418908,1186,16
108,-46,14,1079.7814593703672,1186,16
64,-32,16,1123.0262686152982,1186,16
66,-40,19,1121.399126092044,1186,16
45,-44,15,1142.5764744646199,1186,16
31,-45,16,1156.609700806629,1186,16
12,-29,18,1174.8621195697817,1186,16
4,-11,17,1182.3083354184728,1186,16
4,-17,16,1182.460570167141,1186,16
-47,0,261,1233.1038074712121,1186,16
0,0,5,1186.1079208908436,1186,16
-6,2,20,1192.082211930033,1186,16
-2,1,16,1188.0946931957908,1186,16
-1,1,16,1187.0947729646525,1186,16
-2,1,16,1188.0946931957908,1186,16
-1,1,16,1187.0947729646525,1186,16
0,0,17,1186.1079208908436,1186,16
-1,1,17,1187.0947729646525,1186,16
0,0,18,1186.1079208908436,1186,16
0,1,14,1186.0948528680158,1186,16
-1,1,21,1187.0947729646525,1186,16
-1,1,13,1187.0947729646525,1186,16
0,2,20,1186.0826278130878,1186,16
-1,1,13,1187.0947729646525,1186,16
-1,1,19,1187.0947729646525,1186,16
0,1,17,1186.0948528680158,1186,16
0,0,15,1186.1079208908436,1186,16
0,0,14,1186.1079208908436,1186,16
0,1,3,1186.0948528680158,1186,16
-2,1,300,935.200513259055,848,391
-13,9,18,941.9368344002692,848,391
-31,23,14,952.9244461131218,848,391
-44,35,16,960.4165762834375,848,391
-50,46,17,961.9922037106122,848,391
-49,53,20,958.5682031029404,848,391
-28,34,16,945.9519015256536,848,391
-27,40,17,942.7756891222854,848,391
-12,21,14,936.2157870918435,848,391
-10,21,18,934.3789381187913,848,391
-4,15,16,931.2786908332006,848,391
-1,11,19,930.1618138797141,848,391
0,3,13,932.5491944128203,848,391
0,4,20,932.1335741190744,848,391
0,2,17,932.9657014060056,848,391
0,1,15,933.383093911605,848,391
-1,1,17,934.2917103346256,848,391
-1,2,16,933.8747239324983,848,391
-3,3,16,935.2780335279986,848,391
-4,5,16,935.3608929178085,848,391
-5,6,19,935.8600322697833,848,391
-5,7,15,935.4490900097129,848,391
-6,6,16,936.7715836851586,848,391
-6,5,17,937.183013076955,848,391
-6,5,16,937.183013076955,848,391
-6,3,18,938.0085287458745,848,391
-5,4,15,936.6845787136671,848,391
-5,3,19,937.0981805552714,848,391
-5,2,16,937.5126665810975,848,391
-4,2,15,936.6029041167874,848,391
-3,1,18,936.1095021417099,848,391
-2,1,19,935.200513259055,848,391
0,0,16,933.8013707421937,848,391
0,0,17,933.8013707421937,848,391
-2,0,289,736.2404498531713,643,355
-4,1,9,737.5127117548551,643,355
-10,3,16,741.830843252018,643,355
-33,6,20,760.7739480292421,643,355
-23,2,16,753.7672054421047,643,355
-29,1,17,759.5393340703298,643,355
-18,-1,14,750.7709371039878,643,355
-17,-7,18,752.7575971054692,643,355
-13,-8,16,749.7366204207982,643,355
-6,-5,15,742.1596863209427,643,355
-8,-6,20,744.3937130309471,643,355
-3,-2,16,738.0819737671419,643,355
-2,0,15,736.2404498531713,643,355
-2,-1,17,736.7231501724376,643,355
-4,0,17,737.9932249011505,643,355
-3,0,17,737.1166800446182,643,355
-3,0,17,737.1166800446182,643,355
-3,0,18,737.1166800446182,643,355
-3,0,17,737.1166800446182,643,355
-3,0,16,737.1166800446182,643,355
-3,0,17,737.1166800446182,643,355
-2,-2,14,737.2068909064809,643,355
-2,-1,18,736.7231501724376,643,355
-2,-2,16,737.2068909064809,643,355
-2,-3,17,737.6916700085477,643,355
-1,-4,16,737.3038722263705,643,355
-2,-4,19,738.1774854328734,643,355
-1,-1,15,735.8478103521135,643,355
-1,-2,18,736.3321261496064,643,355
0,0,16,734.4889379697968,643,355
-1,0,346,351.411439768258,320,143
-2,0,8,352.3251339317137,320,143
-4,0,15,354.1539213392956,320,143
-14,-1,15,363.719672275229,320,143
-28,-11,14,380.5522303179946,320,143
-32,-21,19,388.329756778952,320,143
-35,-29,14,394.4730662542121,320,143
-46,-41,21,409.6486299256962,320,143
-33,-28,16,392.23717314910374,320,143
-22,-16,16,377.1538147758816,320,143
-20,-13,16,374.080205303622,320,143
-15,-8,17,367.458841232593,320,143
-10,-4,17,361.26029397098154,320,143
-7,-2,16,357.7065836687941,320,143
-6,-2,18,356.79265687511,320,143
-4,0,14,354.1539213392956,320,143
-4,-1,16,354.5588808646598,320,143
-3,-1,20,353.6453025278294,320,143
-3,0,16,353.2392956623031,320,143
-1,0,17,351.411439768258,320,143
-3,0,16,353.2392956623031,320,143
-2,-1,17,352.7321930303499,320,143
-2,-1,15,352.7321930303499,320,143
-5,-5,18,357.1120272407526,320,143
-2,-2,17,353.1416146533852,320,143
-5,-9,17,358.7882383802457,320,143
-2,-4,17,353.96751263357487,320,143
-4,-5,15,356.20218977429096,320,143
-2,-3,18,353.5533905932738,320,143
-2,-2,14,353.1416146533852,320,143
-2,-1,19,352.7321930303499,320,143
-1,0,17,351.411439768258,320,143
-1,-1,14,351.81955602268613,320,143
0,0,17,350.49821682855963,320,143
0,0,191,766.3745820419673,713,281
1,0,9,765.4443154142566,713,281
8,0,20,758.9374150745238,713,281
12,0,15,755.2231458317468,713,281
16,0,17,751.511809621113,713,281
19,0,17,748.7302585043561,713,281
19,3,15,747.6095237488619,713,281
20,7,16,745.2013150820387,713,281
19,10,17,745.0348985114724,713,281
32,17,18,730.3814072113282,713,281
22,11,17,741.876674387327,713,281
44,22,15,717.3855309385602,713,281
37,18,16,725.3585320377779,713,281
30,13,16,733.698166823388,713,281
50,21,20,712.1579880897216,713,281
21,8,16,743.9038916419244,713,281
19,7,15,746.1313557276627,713,281
7,3,19,758.7621498203505,713,281
6,2,17,760.0592082199912,713,281
2,0,16,764.5142248513104,713,281
0,1,17,766.0084855926858,713,281
1,0,17,765.4443154142566,713,281
0,0,18,766.3745820419673,713,281
0,0,24,766.3745820419673,713,281
1,0,9,765.4443154142566,713,281
0,-1,15,766.7418079118942,713,281
0,-1,15,766.7418079118942,713,281
3,-1,19,763.9528781279641,713,281
1,-1,14,765.8119873702683,713,281
2,0,17,764.5142248513104,713,281
0,-1,16,766.7418079118942,713,281
1,0,18,765.4443154142566,713,281
0,0,18,766.3745820419673,713,281
0,0,304,741.7277128434665,644,368
2,0,11,739.9918918474715,644,368
4,3,19,736.7665844757076,644,368
2,3,14,738.5045700603348,644,368
3,5,16,736.6478127300725,644,368
0,3,19,740.2438787318677,644,368
0,7,14,738.2797572736232,644,368
-5,9,20,741.6751310378419,644,368
-12,10,16,747.3285756613352,644,368
-13,10,17,748.2065222918068,644,368
-11,7,16,747.8943775694534,644,368
-13,9,18,748.6855147523559,644,368
-10,6,15,747.5025083569955,644,368
-8,5,17,746.2392377783415,644,368
-4,4,17,743.2361670424818,644,368
-5,4,16,744.1081910582627,644,368
-3,3,18,742.8553021955217,644,368
-3,3,13,742.8553021955217,644,368
-1,1,18,742.1010712834203,644,368
0,2,16,740.737470363151,644,368
-1,1,19,742.1010712834203,644,368
-1,1,15,742.1010712834203,644,368
0,0,16,741.7277128434665,644,368
0,1,17,741.2320824141384,644,368
0,0,19,741.7277128434665,644,368
0,0,322,741.7277128434665,644,368
0,-1,10,742.2243596110276,644,368
1,-2,17,741.8551071469415,644,368
2,-2,17,740.9885289260557,644,368
3,-2,15,740.1222871931368,644,368
2,-2,16,740.9885289260557,644,368
1,-1,18,741.3568641349455,644,368
0,0,19,741.7277128434665,644,368
1,0,16,740.8596358285421,644,368
-1,0,285,1299.1381758689104,1203,488
-3,0,13,1300.9919292601319,1203,488
-16,2,19,1312.3097957418438,1203,488
-15,2,16,1311.3809515163775,1203,488
-25,2,17,1320.6740703140954,1203,488
-14,0,16,1311.1952562452323,1203,488
-8,0,17,1305.6282012885597,1203,488
-5,-2,17,1303.596563358465,1203,488
2,-4,16,1297.869407914371,1203,488
42,-12,17,1264.089000031248,1203,488
81,-7,15,1226.339675620095,1203,488
109,0,18,1197.9065072032959,1203,488
109,29,15,1186.3882163946168,1203,488
77,29,17,1215.9592920817704,1203,488
82,34,19,1209.4449139998069,1203,488
47,19,14,1247.5163325584158,1203,488
33,12,16,1263.1215301783118,1203,488
40,12,21,1256.6403622357511,1203,488
8,2,14,1290.0468983723033,1203,488
12,1,18,1286.7206379008614,1203,488
2,1,14,1295.9822529649084,1203,488
2,0,19,1296.358360948083,1203,488
0,0,564,892.271259203164,892,22
-6,0,17,898.2694473263576,892,22
-8,0,20,900.2688487335325,892,22
-16,-2,15,908.3171252376562,892,22
-30,-13,14,922.6640775493538,892,22
-29,-23,19,922.0986931993776,892,22
-33,-36,16,926.8165945860054,892,22
-35,-48,16,929.6391773155863,892,22
-32,-57,16,927.3710152899971,892,22
-31,-56,21,926.2899114208251,892,22
-19,-34,13,912.7195626258922,892,22
-22,-39,19,916.0332963380753,892,22
-12,-20,16,904.9751377800387,892,22
-8,-12,16,900.6419932470393,892,22
-7,-9,17,899.5343239699083,892,22
-6,-9,17,898.5349186314353,892,22
-3,-5,14,895.4071699511904,892,22
-6,-12,21,898.6434220534861,892,22
-2,-9,14,894.537310568989,892,22
-2,-9,19,894.537310568989,892,22
0,-5,15,892.4085387310007,892,22
-1,-5,16,893.4080814499049,892,22
0,-5,18,892.4085387310007,892,22
-1,-3,14,893.3498754687325,892,22
0,-4,21,892.3788433171194,892,22
0,-4,14,892.3788433171194,892,22
0,-10,18,892.5738064720474,892,22
0,-4,16,892.3788433171194,892,22
0,-13,17,892.6863951018858,892,22
0,-6,17,892.4393536818062,892,22
0,-6,15,892.4393536818062,892,22
0,-3,16,892.3502675519294,892,22
0,-2,19,892.3228115429976,892,22
0,-1,15,892.2964753936889,892,22
0,-1,19,892.2964753936889,892,22
-1,-1,13,893.2961435044931,892,22
0,0,19,892.271259203164,892,22
0,0,18,892.271259203164,892,22
0,-1,15,892.2964753936889,892,22
0,0,16,892.271259203164,892,22
-1,0,16,893.27095553365,892,22
0,0,19,892.271259203164,892,22
0,1,13,892.2471630663781,892,22
0,0,3,892.271259203164,892,22
0,1,301,1229.125298738904,1218,166
-1,11,16,1228.8148762120354,1218,166
0,12,15,1227.69703103005,1218,166
0,12,17,1227.69703103005,1218,166
9,25,17,1217.1943148076234,1218,166
26,31,19,1199.6203566128745,1218,166
31,21,13,1195.8235655814783,1218,166
39,17,20,1188.377886027841,1218,166
30,9,16,1198.3292535860085,1218,166
35,8,14,1193.5045035524583,1218,166
28,6,19,1200.708124399931,1218,166
18,2,17,1211.154820821847,1218,166
19,2,14,1210.164038467513,1218,166
13,1,18,1216.2442188968464,1218,166
13,0,17,1216.38028593035,1218,166
12,0,15,1217.3709377178345,1218,166
18,-4,19,1211.9818480488889,1218,166
5,-1,15,1224.4419136896613,1218,166
14,-4,19,1215.9424328478713,1218,166
3,-1,14,1226.4232548349694,1218,166
7,-2,20,1222.5976443621998,1218,166
2,-1,16,1227.4139481038987,1218,166
1,-1,16,1228.404656454867,1218,166
0,0,17,1229.2599399638793,1218,166
0,0,16,1229.2599399638793,1218,166
0,0,134,1229.2599399638793,1218,166
1,0,16,1228.2691073213557,1218,166
2,0,16,1227.2782895496848,1218,166
0,0,18,1229.2599399638793,1218,166
1,0,14,1228.2691073213557,1218,166
-9,4,283,1101.694149934545,1090,81
-16,8,20,1108.4065138747605,1090,81
-15,4,13,1107.6795565505395,1090,81
-17,4,19,1109.6747271160139,1090,81
-22,4,16,1114.6627292593935,1090,81
-20,1,19,1112.8791488746656,1090,81
-18,0,16,1110.9567948394754,1090,81
-11,-4,14,1104.276233557528,1090,81
-10,-19,19,1104.536101718726,1090,81
-1,-20,17,1095.6650948168424,1090,81
0,-18,17,1094.4866376525572,1090,81
1,-10,13,1092.7954977945324,1090,81
4,-17,21,1090.4127658827183,1090,81
3,-7,15,1090.5562800699468,1090,81
1,-4,18,1092.3122264261258,1090,81
1,-1,14,1092.082872313269,1090,81
1,-1,19,1092.082872313269,1090,81
0,0,16,1093.0054894647144,1090,81
0,0,20,1093.0054894647144,1090,81
0,-1,49,1093.0800519632585,1090,81
0,0,56,1093.0054894647144,1090,81
0,0,16,1093.0054894647144,1090,81
0,0,9,1093.0054894647144,1090,81
0,-1,18,1093.0800519632585,1090,81
0,-1,15,1093.0800519632585,1090,81
0,-2,17,1093.1555241593028,1090,81
0,-2,17,1093.1555241593028,1090,81
0,-1,17,1093.0800519632585,1090,81
0,-1,15,1093.0800519632585,1090,81
0,0,143,585.4135290544625,265,522
0,3,8,582.7400792806343,265,522
5,8,18,576.0173608494799,265,522
3,5,14,579.597273975646,265,522
14,18,18,563.0426271606796,265,522
7,8,16,575.1173793235604,265,522
11,11,17,570.6461250197008,265,522
9,10,18,572.4334022399462,265,522
7,9,14,574.2238239571744,265,522
7,10,16,573.330620148619,265,522
4,11,19,573.7961310430735,265,522
2,12,14,573.8196580808294,265,522
0,18,17,569.4216363996015,265,522
-7,13,18,577.1178389202677,265,522
-25,19,16,580.6108851890395,265,522
-67,35,19,589.4005429247584,265,522
-32,14,13,588.4496579997307,265,522
-154,60,21,623.7026535136755,265,522
-115,45,16,609.8598199586525,265,522
-100,45,14,600.6280046751067,265,522
-169,91,18,611.6510443054929,265,522
-119,73,16,590.8104603000864,265,522
-66,41,19,583.8852627015003,265,522
-44,26,16,584.377446518943,265,522
-96,4,109,631.3834017457222,265,522
0,0,5,585.4135290544625,265,522
-2,-23,20,606.8887871760361,265,522
0,-9,14,593.4526097339196,265,522
0,-16,17,599.7241032341454,265,522
3,-24,18,605.6071333793881,265,522
6,-13,15,594.395491234582,265,522
6,-11,19,592.595983786593,265,522
8,-11,13,591.7245981028674,265,522
9,-9,20,589.4887615552989,265,522
9,-7,14,587.6878423108649,265,522
12,-7,20,586.3872440631702,265,522
12,-5,14,584.5836124969635,265,522
13,-3,18,582.347834202206,265,522
8,-3,17,584.5288701167805,265,522
7,-2,16,584.0719133805356,265,522
5,-2,18,584.9581181588986,265,522
2,-1,14,585.4041339109248,265,522
1,-1,17,585.8540773947042,265,522
1,0,17,584.9615371971049,265,522
0,-1,18,586.305381179467,265,522
1,0,331,792.2941373000308,784,121
13,-9,17,781.8829835723502,784,121
30,-18,19,766.7052888822406,784,121
66,-41,16,736.0489114182562,784,121
70,-41,15,732.1475261175168,784,121
91,-58,16,715.7443677738582,784,121
99,-63,20,709.2820313528322,784,121
66,-42,14,736.2696516901942,784,121
40,-28,17,758.7733521941846,784,121
13,-9,18,781.8829835723502,784,121
18,-14,14,777.8052455467242,784,121
5,-5,19,789.1241980829127,784,121
1,-4,18,792.9148756329396,784,121
-2,-1,15,795.4118430096449,784,121
-4,-1,18,797.3882366827341,784,121
-4,-3,17,797.6966842102329,784,121
-3,-3,15,796.7088552288094,784,121
-3,-5,15,797.0225843726137,784,121
-2,-5,16,796.0351751022062,784,121
-1,-6,20,795.2068913182279,784,121
0,-7,16,794.3802615876102,784,121
0,-7,18,794.3802615876102,784,121
2,-7,15,792.4064613567964,784,121
3,-8,15,791.581960380604,784,121
5,-7,18,789.4460082868238,784,121
5,-5,19,789.1241980829127,784,121
4,-3,16,789.7949100874226,784,121
3,-1,17,790.4713783559781,784,121
1,0,16,792.2941373000308,784,121
1,0,17,792.2941373000308,784,121
1,0,15,792.2941373000308,784,121
0,0,19,793.2824213355543,784,121
0,0,15,793.2824213355543,784,121
0,0,16,793.2824213355543,784,121
0,1,282,508.1830378908765,389,328
0,2,20,507.5401461953527,389,328
2,3,14,505.3652144736517,389,328
3,5,18,503.3140172894055,389,328
1,5,18,504.84948251929507,389,328
1,4,15,505.48986142157196,389,328
-3,10,18,504.7652919922288,389,328
-9,6,14,511.9453095790604,389,328
-29,11,17,524.6074723066762,389,328
-81,32,18,555.4421662063477,389,328
-63,25,17,544.1626595054092,389,328
-32,13,15,525.8003423353773,389,328
-66,25,19,546.6571137376701,389,328
-38,17,16,528.2518338822877,389,328
-19,9,15,517.9044313384469,389,328
-20,9,16,518.6925871843553,389,328
-13,7,20,514.4365850131578,389,328
-7,4,14,511.65613452786823,389,328
-5,4,19,510.10979210362154,389,328
-4,3,15,509.97450916687984,389,328
-3,2,18,509.8431131240276,389,328
-1,1,17,508.94891688655747,389,328
-2,1,16,509.7156069809909,389,328
0,1,14,508.1830378908765,389,328
-2,1,20,509.7156069809909,389,328
-1,2,16,508.30699385312414,389,328
-1,1,17,508.94891688655747,389,328
-2,2,15,509.0746507144114,389,328
-1,0,17,509.5919936576712,389,328
0,1,17,508.1830378908765,389,328
0,0,16,508.8270826125512,389,328
0,0,16,508.8270826125512,389,328
0,0,290,666.3249957790867,350,567
0,-1,12,667.1761386620477,350,567
1,0,14,665.800270351402,350,567
2,-1,21,666.1291166132884,350,567
2,0,15,665.27663419062,350,567
3,0,17,664.7540898708334,350,567
4,12,16,654.0191128705644,350,567
1,8,17,659.0007587249047,350,567
1,43,17,629.584783805962,350,567
-5,54,17,623.8541496215281,350,567
-10,30,16,646.5052203965564,350,567
-13,35,17,644.0442531379346,350,567
-8,20,17,653.737714989735,350,567
-9,17,16,656.7960109501275,350,567
-3,7,15,661.9735644268584,350,567
-2,5,19,663.134978718511,350,567
-1,3,14,664.3018892039973,350,567
-1,1,20,666.0007507503276,350,567
0,0,15,666.3249957790867,350,567
0,0,17,666.3249957790867,350,567
0,1,17,665.4742669705569,350,567
0,0,18,666.3249957790867,350,567
0,0,16,666.3249957790867,350,567
0,0,14,666.3249957790867,350,567
0,1,16,665.4742669705569,350,567
0,1,19,665.4742669705569,350,567
-1,1,16,666.0007507503276,350,567
0,1,18,665.4742669705569,350,567
0,1,17,665.4742669705569,350,567
0,0,14,666.3249957790867,350,567
0,0,18,666.3249957790867,350,567
-1,0,216,1281.6005617976298,1229,360
1,0,15,1279.6812103020034,1229,360
12,-7,19,1271.1325658640014,1229,360
13,-7,16,1270.1751847678336,1229,360
16,-11,18,1268.4675794043771,1229,360
19,-14,14,1266.4817408869344,1229,360
30,-27,17,1259.9087268528622,1229,360
34,-30,19,1257.0302303445212,1229,360
43,-36,14,1250.3647467839135,1229,360
82,-54,20,1219.428144664539,1229,360
139,-51,16,1164.9124430617092,1229,360
129,-21,17,1164.1138260496693,1229,360
137,-1,16,1150.123906368353,1229,360
90,2,17,1193.9367654947225,1229,360
97,14,16,1183.6975965169484,1229,360
42,9,17,1237.8085473933359,1229,360
30,7,17,1249.8839946171004,1229,360
17,5,17,1262.9208209543463,1229,360
11,3,15,1269.2411118459722,1229,360
3,2,16,1277.200062637017,1229,360
1,0,18,1279.6812103020034,1229,360
-1,3,18,1280.7611018453051,1229,360
-5,0,14,1285.44000248942,1229,360
-5,1,16,1285.1603012854077,1229,360
-4,0,17,1284.4800504484294,1229,360
-5,-1,17,1285.720420620284,1229,360
-4,-2,18,1285.0420226591814,1229,360
-5,-2,17,1286.0015552090128,1229,360
-5,-1,17,1285.720420620284,1229,360
-4,0,16,1284.4800504484294,1229,360
-4,0,14,1284.4800504484294,1229,360
-7,0,18,1287.3600894854555,1229,360
-2,1,16,1282.2800006238888,1229,360
-7,1,19,1287.080805544081,1229,360
-3,1,16,1283.240039899005,1229,360
-2,0,16,1282.5603299650274,1229,360
-1,0,18,1281.6005617976298,1229,360
-1,1,17,1281.3200224768207,1229,360
-1,0,17,1281.6005617976298,1229,360
0,0,15,1280.6408551971158,1229,360
0,1,222,1280.360105595297,1229,360
0,1,12,1280.360105595297,1229,360
0,2,17,1280.0800756202716,1229,360
0,2,17,1280.0800756202716,1229,360
0,2,17,1280.0800756202716,1229,360
0,0,16,1280.6408551971158,1229,360
-1,0,260,1173.4926501687175,1018,582
-1,0,7,1173.4926501687175,1018,582
-3,0,18,1175.2297647694259,1018,582
-5,0,15,1176.9677140856497,1018,582
-2,0,15,1174.3611028980822,1018,582
-11,0,18,1182.1865335047596,1018,582
-14,-2,17,1185.7824421031034,1018,582
-11,-1,17,1182.6791619031765,1018,582
-18,0,16,1188.2844777240844,1018,582
-19,0,18,1189.1564236886584,1018,582
-18,8,16,1184.3867611553246,1018,582
-20,12,14,1184.2060631494842,1018,582
-19,15,20,1181.887473493141,1018,582
-11,12,15,1176.3252101353605,1018,582
-10,15,16,1173.9987223161702,1018,582
-7,23,18,1167.5213060154406,1018,582
-1,13,15,1167.099824350942,1018,582
0,26,19,1159.939653602721,1018,582
1,8,16,1167.8034937437035,1018,582
2,19,17,1161.5614490848084,1018,582
0,5,14,1170.1508449768346,1018,582
-1,16,20,1165.64016746164,1018,582
-5,11,16,1171.5673262770688,1018,582
-5,9,15,1172.5433893890665,1018,582
-3,4,19,1173.2540219406878,1018,582
-4,4,15,1174.1243545723767,1018,582
-2,1,17,1173.8658356047338,1018,582
-1,1,17,1172.9970161939884,1018,582
-2,1,17,1173.8658356047338,1018,582
-2,2,17,1173.3712115098103,1018,582
-3,2,16,1174.240605668191,1018,582
-2,3,18,1172.8772314270577,1018,582
-3,3,13,1173.7469914764424,1018,582
-3,3,18,1173.7469914764424,1018,582
-3,3,17,1173.7469914764424,1018,582
-3,4,18,1173.2540219406878,1018,582
-1,1,17,1172.9970161939884,1018,582
0,0,12,1172.6244070460073,1018,582
0,1,21,1172.1284059351176,1018,582
-1,0,345,288.0277764383151,131,256
-3,0,7,288.9498226336192,131,256
-6,0,15,290.3532331488665,131,256
-14,-1,16,295.0830391601659,131,256
-46,-10,16,319.50743340335606,131,256
-84,-27,17,355.4068091638088,131,256
-86,-41,17,367.8287645087045,131,256
-104,-53,15,388.2087067544982,131,256
-105,-53,17,388.81486597093993,131,256
-101,-47,16,381.61891986640285,131,256
-68,-24,16,343.5127362995439,131,256
-84,-20,17,349.8585428426752,131,256
-105,-15,20,359.3563690822802,131,256
-37,-1,14,307.0390854598157,131,256
-44,-3,17,312.5795898647255,131,256
-20,-1,17,298.0771712157776,131,256
-12,-2,17,294.97966031575805,131,256
-9,-1,17,292.6585040623286,131,256
-3,0,17,288.9498226336192,131,256
-1,-1,17,288.9169430822637,131,256
1,0,26,287.1167010119753,131,256
1,0,8,287.1167010119753,131,256
2,0,16,286.6653100743095,131,256
9,1,17,282.68179990936807,131,256
3,0,12,286.2167011199731,131,256
9,1,21,282.68179990936807,131,256
6,1,15,283.98943642325855,131,256
5,0,18,285.3278815678552,131,256
4,-1,15,286.66705426330384,131,256
2,-1,19,287.5586896617802,131,256
2,-2,16,288.45276909747287,131,256
1,-4,15,290.68883707497264,131,256
1,-4,19,290.68883707497264,131,256
