currentX,currentY,dx,dy,dt,d,targetX,targetY
659,587,0,0,0,640.5411774429494,153,622
650,587,-9,0,15,642.7503403344101,153,622
628,592,-22,5,17,641.3376645730391,153,622
573,604,-55,12,16,644.4873932048632,153,622
509,616,-64,12,17,647.4480674154491,153,622
435,629,-74,13,17,649.9307655435308,153,622
386,634,-49,5,16,649.2249225037499,153,622
326,635,-60,1,17,656.5135185203729,153,622
279,635,-47,0,17,653.3636047408824,153,622
253,632,-26,-3,16,650.1276797675977,153,622
237,630,-16,-2,17,646.4804714761306,153,622
223,628,-14,-2,17,645.9605251097005,153,622
215,626,-8,-2,16,644.4354118140933,153,622
210,626,-5,0,17,641.7538468914697,153,622
207,625,-3,-1,17,642.2343808922097,153,622
201,624,-6,-1,16,642.9696726907109,153,622
197,624,-4,0,17,641.5083787449701,153,622
192,624,-5,0,17,641.7538468914697,153,622
186,624,-6,0,17,642.000778815727,153,622
182,624,-4,0,16,641.5083787449701,153,622
175,624,-7,0,18,642.2491728293622,153,622
170,624,-5,0,17,641.7538468914697,153,622
165,624,-5,0,15,641.7538468914697,153,622
162,624,-3,0,17,641.2643760571766,153,622
160,624,-2,0,17,641.0218405015542,153,622
158,624,-2,0,16,641.0218405015542,153,622
157,624,-1,0,17,640.7807737440318,153,622
156,624,-1,0,17,640.7807737440318,153,622
156,624,0,0,16,640.5411774429494,153,622
155,623,-1,-1,17,641.7515095424396,153,622
154,623,-1,0,17,640.7807737440318,153,622
154,622,0,-1,16,641.5122757983669,153,622
154,622,0,0,17,640.5411774429494,153,622
153,622,-1,0,16,640.7807737440318,153,622
153,622,0,0,25,640.5411774429494,153,622
154,622,1,0,412,970.8243919473799,615,752
157,622,3,0,14,969.5607252771741,615,752
165,622,8,0,16,966.4124378338681,615,752
176,625,11,3,17,962.1938474132954,615,752
210,631,34,6,16,945.556449927766,615,752
235,637,25,6,17,951.1130321891294,615,752
264,644,29,7,17,947.8507266442327,615,752
292,652,28,8,16,947.6840190696475,615,752
311,658,19,6,17,954.8465845359661,615,752
332,664,21,6,17,953.5994966441624,615,752
348,670,16,6,16,956.7220076908443,615,752
360,675,12,5,17,960.0093749542241,615,752
370,678,10,3,17,962.8218942255104,615,752
379,681,9,3,17,963.450569567531,615,752
388,683,9,2,16,964.2281887603162,615,752
396,686,8,3,17,964.0798722097667,615,752
404,688,8,2,16,964.8569842209777,615,752
412,690,8,2,17,964.8569842209777,615,752
420,693,8,3,17,964.0798722097667,615,752
435,697,15,4,17,958.9077119306112,615,752
446,701,11,4,16,961.4156229227815,615,752
460,705,14,4,17,959.5337409387957,615,752
473,710,13,5,17,959.3815716387302,615,752
487,715,14,5,16,958.7544002506586,615,752
501,721,14,6,17,957.9754694145357,615,752
513,727,12,6,16,959.2314632037462,615,752
524,732,11,5,17,960.6378089581942,615,752
528,734,4,2,17,967.3784161330043,615,752
540,737,12,3,16,961.5664303624582,615,752
547,739,7,2,17,965.4864059115488,615,752
553,740,6,1,17,966.8929620180302,615,752
558,741,5,1,17,967.5231263385904,615,752
563,742,5,1,16,967.5231263385904,615,752
567,744,4,2,17,967.3784161330043,615,752
572,745,5,1,17,967.5231263385904,615,752
575,745,3,0,16,969.5607252771741,615,752
581,746,6,1,17,966.8929620180302,615,752
585,747,4,1,16,968.1539133836108,615,752
590,748,5,1,17,967.5231263385904,615,752
594,748,4,0,17,968.9298220201503,615,752
598,749,4,1,16,968.1539133836108,615,752
601,750,3,1,17,968.7853219367023,615,752
604,751,3,1,18,968.7853219367023,615,752
606,751,2,0,16,970.1922489898587,615,752
608,751,2,0,17,970.1922489898587,615,752
610,751,2,0,16,970.1922489898587,615,752
611,751,1,0,17,970.8243919473799,615,752
612,751,1,0,16,970.8243919473799,615,752
613,751,1,0,17,970.8243919473799,615,752
614,752,1,1,17,970.0499987114066,615,752
614,752,0,0,17,971.4571529408798,615,752
615,752,1,0,16,970.8243919473799,615,752
615,751,0,-1,406,944.582976768055,934,140
632,731,17,-20,23,930.8539090534024,934,140
641,720,9,-11,8,937.2438316681524,934,140
652,708,11,-12,13,935.4319857691419,934,140
688,666,36,-42,16,916.2576056983102,934,140
713,638,25,-28,17,924.3943963482254,934,140
746,599,33,-39,17,918.6087306356281,934,140
790,535,44,-64,16,913.0805002846134,934,140
814,492,24,-43,18,928.2181855576845,934,140
832,450,18,-42,16,933.9057768319029,934,140
849,409,17,-41,16,934.6924627919068,934,140
865,373,16,-36,17,934.7192091746056,934,140
882,340,17,-33,17,933.17629631276,934,140
893,320,11,-20,17,936.76517868674,934,140
904,299,11,-21,16,936.9364973145192,934,140
914,280,10,-19,17,937.5803965527437,934,140
923,265,9,-15,16,937.8965827851171,934,140
930,252,7,-13,17,939.5413774815881,934,140
936,244,6,-8,18,939.7276201112746,934,140
941,237,5,-7,15,940.558344814398,934,140
943,234,2,-3,17,942.9066761880521,934,140
944,232,1,-2,17,943.7441390546486,934,140
944,229,0,-3,16,944.8835907136921,934,140
944,220,0,-9,18,945.810234666553,934,140
942,209,-2,-11,16,948.101787784413,934,140
941,197,-1,-12,16,947.2745114273898,934,140
940,186,-1,-11,18,947.1145654037847,934,140
939,178,-1,-8,16,946.6409034052987,934,140
938,170,-1,-8,16,946.6409034052987,934,140
937,165,-1,-5,17,946.176516301266,934,140
936,161,-1,-4,17,946.0237840561938,934,140
935,157,-1,-4,16,946.0237840561938,934,140
935,153,0,-4,17,945.0354490705627,934,140
935,149,0,-4,17,945.0354490705627,934,140
935,146,0,-3,17,944.8835907136921,934,140
935,144,0,-2,16,944.73276644774,934,140
935,142,0,-2,17,944.73276644774,934,140
935,141,0,-1,16,944.582976768055,934,140
935,141,0,0,17,944.4342221669013,934,140
935,140,0,-1,17,944.582976768055,934,140
935,140,0,0,17,944.4342221669013,934,140
935,140,0,0,16,944.4342221669013,934,140
934,140,-1,0,17,945.4231856687247,934,140
934,141,0,1,347,1251.5290647843542,1146,504
934,144,0,3,6,1250.7265888274703,1146,504
934,146,0,2,13,1251.1274915051624,1146,504
934,153,0,7,17,1249.1296970290955,1146,504
934,164,0,11,17,1247.5435864129156,1146,504
938,177,4,13,16,1243.0788390122325,1146,504
946,198,8,21,17,1236.257659228043,1146,504
956,217,10,19,17,1235.2007933935276,1146,504
980,251,24,34,16,1216.4637273671583,1146,504
1001,273,21,22,17,1223.9072677290546,1146,504
1027,293,26,20,17,1220.104913521784,1146,504
1048,307,21,14,17,1227.0798670013294,1146,504
1069,322,21,15,16,1226.6808875987267,1146,504
1086,335,17,13,17,1231.1466200254135,1146,504
1098,348,12,13,16,1235.733385484102,1146,504
1106,361,8,13,17,1239.4050992310788,1146,504
1112,380,6,19,17,1238.880543071042,1146,504
1115,398,3,18,16,1242.0326082675929,1146,504
1116,420,1,22,17,1242.3159823490962,1146,504
1117,438,1,18,17,1243.8733858395717,1146,504
1118,453,1,15,16,1245.0485934291883,1146,504
1118,459,0,6,17,1249.5279108527347,1146,504
1118,464,0,5,17,1249.9267978565786,1146,504
1118,466,0,2,17,1251.1274915051624,1146,504
1118,467,0,1,16,1251.5290647843542,1146,504
1118,469,0,2,177,1251.1274915051624,1146,504
1121,471,3,2,8,1248.3801504349547,1146,504
1123,474,2,3,15,1248.8943109807171,1146,504
1127,479,4,5,17,1246.2604061752102,1146,504
1131,485,4,6,16,1245.8603453035978,1146,504
1137,492,6,7,18,1243.627355762167,1146,504
1141,496,4,4,16,1246.6611408077176,1146,504
1143,499,2,3,17,1248.8943109807171,1146,504
1144,501,1,2,16,1250.2115820932072,1146,504
1145,502,1,1,17,1250.613449471898,1146,504
1145,503,0,1,17,1251.5290647843542,1146,504
1146,503,1,0,16,1251.0159871080784,1146,504
1146,503,0,0,17,1251.9313080197333,1146,504
1146,504,0,1,16,1251.5290647843542,1146,504
1146,504,0,0,34,1251.9313080197333,1146,504
1146,504,0,0,328,925.6441000730248,904,199
1142,504,-4,0,6,929.5509668651848,904,199
1138,502,-4,-2,16,929.9811826053257,904,199
1121,492,-17,-10,16,944.4162218005364,904,199
1089,462,-32,-30,17,963.6062473853104,904,199
1064,429,-25,-33,18,957.5306783597067,904,199
1038,388,-26,-41,15,960.4686356149273,904,199
1013,347,-25,-41,17,959.500390828477,904,199
999,323,-14,-24,17,944.6973060192349,904,199
984,299,-15,-24,17,945.6690753112317,904,199
978,287,-6,-12,16,934.1418521830611,904,199
971,277,-7,-10,17,934.6667855444528,904,199
966,270,-5,-7,16,932.0498913684825,904,199
963,266,-3,-4,18,929.439616112849,904,199
959,262,-4,-4,16,930.4154985811447,904,199
955,258,-4,-4,16,930.4154985811447,904,199
951,253,-4,-5,17,930.6341923656147,904,199
947,248,-4,-5,17,930.6341923656147,904,199
943,241,-4,-7,16,931.074647920348,904,199
940,236,-3,-5,17,929.658539464894,904,199
935,229,-5,-7,17,932.0498913684825,904,199
932,225,-3,-4,16,929.439616112849,904,199
929,222,-3,-3,17,929.2217173527532,904,199
926,219,-3,-3,17,929.2217173527532,904,199
923,217,-3,-2,16,929.0048439055632,904,199
920,214,-3,-3,17,929.2217173527532,904,199
917,211,-3,-3,17,929.2217173527532,904,199
914,208,-3,-3,16,929.2217173527532,904,199
912,207,-2,-1,17,927.8124810542269,904,199
910,205,-2,-2,17,928.028555595139,904,199
909,204,-1,-1,17,926.8360157007279,904,199
907,202,-2,-2,16,928.028555595139,904,199
906,201,-1,-1,17,926.8360157007279,904,199
905,200,-1,-1,16,926.8360157007279,904,199
904,200,-1,0,17,926.620742267299,904,199
904,199,0,-1,15,925.8596005874757,904,199
904,199,0,0,2,925.6441000730248,904,199
905,199,1,0,389,937.8294087945845,921,182
907,199,2,0,11,936.8484402506095,921,182
910,197,3,-2,16,936.2585113097771,921,182
914,194,4,-3,18,935.4752802720124,921,182
917,191,3,-3,16,936.455551534615,921,182
919,188,2,-3,16,937.4358644728716,921,182
920,186,1,-2,18,938.2195905010724,921,182
921,185,1,-1,16,938.0239869001218,921,182
921,183,0,-2,17,939.2001916524506,921,182
921,183,0,0,16,938.8104174965252,921,182
921,182,0,-1,17,939.0047923200392,921,182
921,182,0,0,24,938.8104174965252,921,182
921,183,0,1,348,1005.1756065484279,677,744
921,185,0,2,11,1004.4366580327502,677,744
921,192,0,7,17,1000.7487197093984,677,744
918,208,-3,16,16,996.1847218262284,677,744
906,237,-12,29,17,992.9481356042721,677,744
881,289,-25,52,17,985.732215157849,677,744
864,325,-17,36,16,991.4131328563285,677,744
829,399,-35,74,17,977.6727468841503,677,744
799,464,-30,65,17,980.2499681203769,677,744
778,513,-21,49,16,985.0020304547601,677,744
761,557,-17,44,18,985.715983435391,677,744
753,580,-8,23,16,994.517973693789,677,744
743,607,-10,27,16,993.0045317117138,677,744
737,625,-6,18,18,996.7773071253177,677,744
731,640,-6,15,16,998.9644638324228,677,744
729,648,-2,8,16,1001.3675648831452,677,744
726,654,-3,6,17,1003.5158195065985,677,744
723,659,-3,5,17,1004.2514625331645,677,744
721,663,-2,4,16,1004.3112067481871,677,744
720,665,-1,2,17,1005.1109391504999,677,744
719,667,-1,2,17,1005.1109391504999,677,744
717,670,-2,3,16,1005.0482575478652,677,744
714,674,-3,4,17,1004.987562112089,677,744
711,680,-3,6,17,1003.5158195065985,677,744
704,689,-7,9,17,1004.0323699961073,677,744
700,697,-4,8,16,1002.7247877658157,677,744
697,703,-3,6,17,1003.5158195065985,677,744
692,712,-5,9,16,1002.670933058299,677,744
690,716,-2,4,18,1004.3112067481871,677,744
687,721,-3,5,16,1004.2514625331645,677,744
685,725,-2,4,16,1004.3112067481871,677,744
684,728,-1,3,17,1004.3729387035476,677,744
682,731,-2,3,17,1005.0482575478652,677,744
681,735,-1,4,16,1003.635391962639,677,744
680,737,-1,2,18,1005.1109391504999,677,744
679,740,-1,3,16,1004.3729387035476,677,744
678,741,-1,1,17,1005.8493923048321,677,744
678,743,0,2,16,1004.4366580327502,677,744
677,743,-1,0,17,1006.5882971701985,677,744
677,744,0,1,16,1005.1756065484279,677,744
677,744,0,0,17,1005.9150063499401,677,744
677,744,0,0,17,1005.9150063499401,677,744
677,744,0,0,348,895.7544306337536,590,674
676,741,-1,-3,6,898.6712413335591,590,674
674,739,-2,-2,13,898.576652267351,590,674
668,731,-6,-8,16,905.7262279519126,590,674
660,722,-8,-9,17,907.7956818579828,590,674
652,715,-8,-7,17,906.2918955833159,590,674
647,711,-5,-4,16,902.058202113367,590,674
641,707,-6,-4,17,902.7181176868004,590,674
636,704,-5,-3,16,901.306828998871,590,674
630,702,-6,-2,17,901.216955011389,590,674
629,701,-1,-1,17,897.1655365650199,590,674
623,700,-6,-1,16,900.4671010092484,590,674
620,699,-3,-1,17,898.4842792169488,590,674
617,697,-3,-2,17,899.2357866544236,590,674
611,694,-6,-3,16,901.9672943072825,590,674
608,692,-3,-2,17,899.2357866544236,590,674
603,686,-5,-6,17,903.5623940824452,590,674
600,683,-3,-3,16,899.9877776947862,590,674
597,680,-3,-3,17,899.9877776947862,590,674
595,677,-2,-3,17,899.3291944555119,590,674
594,676,-1,-1,17,897.1655365650199,590,674
594,675,0,-1,16,896.5071109589705,590,674
593,675,-1,0,17,896.4134090920327,590,674
592,675,-1,0,16,896.4134090920327,590,674
592,674,0,-1,17,896.5071109589705,590,674
591,674,-1,0,17,896.4134090920327,590,674
590,674,-1,0,12,896.4134090920327,590,674
590,674,0,0,4,895.7544306337536,590,674
590,674,0,0,355,519.1425623082739,510,97
588,672,-2,-2,12,521.4834609074386,510,97
580,658,-8,-14,17,529.7593793412251,510,97
565,620,-15,-38,16,542.0793299877796,510,97
549,563,-16,-57,18,548.0802860895473,510,97
530,482,-19,-81,16,558.1442465886395,510,97
507,343,-23,-139,16,582.9107993509813,510,97
500,261,-7,-82,18,547.1105921109552,510,97
493,163,-7,-98,16,552.552259971851,510,97
493,110,0,-53,17,531.6013544000805,510,97
493,76,0,-34,16,526.5557900165945,510,97
493,60,0,-16,17,522.3686437756386,510,97
493,55,0,-5,17,520.099990386464,510,97
493,54,0,-1,16,519.3303380315847,510,97
493,54,0,0,17,519.1425623082739,510,97
493,54,0,0,50,519.1425623082739,510,97
493,54,0,0,16,519.1425623082739,510,97
493,56,0,2,17,518.7725898695883,510,97
494,57,1,1,17,517.9739375682911,510,97
494,60,0,3,16,518.5903971343859,510,97
495,63,1,3,17,517.6069937703702,510,97
497,68,2,5,17,516.2634986128692,510,97
500,74,3,6,16,515.1019316601327,510,97
502,80,2,6,17,516.0862331045074,510,97
505,87,3,7,17,514.9262083056174,510,97
506,90,1,3,17,517.6069937703702,510,97
507,92,1,2,16,517.7895325322828,510,97
507,93,0,1,17,518.9566455880491,510,97
508,94,1,1,17,517.9739375682911,510,97
508,95,0,1,16,518.9566455880491,510,97
509,96,1,1,18,517.9739375682911,510,97
509,97,0,1,15,518.9566455880491,510,97
509,97,0,0,17,519.1425623082739,510,97
510,97,1,0,18,518.1602068858626,510,97
510,97,0,0,116,258.0484450641003,230,117
510,98,0,1,235,257.59658382827985,230,117
510,99,0,1,15,257.59658382827985,230,117
510,101,0,2,17,257.14781741247583,230,117
497,107,-13,6,16,267.15164233071823,230,117
475,113,-22,6,17,275.3633962602873,230,117
440,119,-35,6,16,287.30819688968154,230,117
405,122,-35,3,17,288.4805019407724,230,117
382,122,-23,0,17,278.7436097922247,230,117
355,122,-27,0,16,282.3791777026061,230,117
336,119,-19,-3,17,276.40730815229904,230,117
320,114,-16,-5,17,274.5906043549196,230,117
306,110,-14,-4,16,272.35454833727306,230,117
293,106,-13,-4,17,271.4590208484515,230,117
283,104,-10,-2,17,267.88243690096596,230,117
272,103,-11,-1,16,268.337474088134,230,117
263,103,-9,0,18,266.101484400219,230,117
256,103,-7,0,16,264.3066400982011,230,117
249,103,-7,0,16,264.3066400982011,230,117
242,103,-7,0,17,264.3066400982011,230,117
240,104,-2,1,17,259.3838853899756,230,117
238,104,-2,0,17,259.83263844251746,230,117
237,105,-1,1,17,258.48984506165806,230,117
236,106,-1,1,15,258.48984506165806,230,117
236,107,0,1,17,257.59658382827985,230,117
235,109,-1,2,17,258.0426321366297,230,117
234,110,-1,1,17,258.48984506165806,230,117
233,112,-1,2,16,258.0426321366297,230,117
231,114,-2,2,18,258.9382165691268,230,117
231,115,0,1,16,257.59658382827985,230,117
230,115,-1,0,16,258.940147524481,230,117
230,116,0,1,17,257.59658382827985,230,117
230,117,0,1,16,257.59658382827985,230,117
230,117,0,1,17,257.59658382827985,230,117
230,117,0,0,301,1007.6690925100363,719,706
233,117,3,0,16,1005.5307056475202,719,706
248,121,15,4,16,994.1931401895711,719,706
267,127,19,6,17,989.9494936611666,719,706
296,143,29,16,17,975.8073580374356,719,706
349,174,53,31,16,948.2515489046142,719,706
401,218,52,44,17,939.7515629143694,719,706
459,276,58,58,16,925.648421378225,719,706
518,345,59,69,17,917.2616856709976,719,706
569,416,51,71,17,921.6555755812471,719,706
596,460,27,44,16,957.657558838231,719,706
624,508,28,48,17,954.1724162854426,719,706
638,535,14,27,17,978.80845930141,719,706
651,560,13,25,17,980.9164082632118,719,706
658,571,7,11,16,994.9718588985319,719,706
664,581,6,10,17,996.38596939138,719,706
670,589,6,8,16,997.784044771212,719,706
677,595,7,6,17,998.4708308208108,719,706
684,600,7,5,17,999.1721573382637,719,706
692,605,8,5,16,998.4598139134093,719,706
700,611,8,6,17,997.7579866881548,719,706
708,618,8,7,17,997.0566683995448,719,706
715,625,7,7,16,997.770013580284,719,706
723,635,8,10,17,994.9557779117623,719,706
730,643,7,8,17,997.0697066905603,719,706
733,649,3,6,16,1001.3271193770795,719,706
736,656,3,7,17,1000.6283026179102,719,706
738,660,2,4,17,1003.4405812005014,719,706
739,663,1,3,17,1004.8547158669257,719,706
739,667,0,4,16,1004.8706384405905,719,706
739,671,0,4,17,1004.8706384405905,719,706
737,676,-2,5,16,1005.6052903599901,719,706
733,683,-4,7,17,1005.6490441500952,719,706
730,688,-3,5,17,1006.3225129152185,719,706
728,692,-2,4,16,1006.3026383747585,719,706
725,697,-3,5,18,1006.3225129152185,719,706
723,700,-2,3,16,1007.0004965242073,719,706
721,702,-2,2,16,1007.6988637484911,719,706
720,704,-1,2,17,1006.983614563812,719,706
720,705,0,1,17,1006.9687184813638,719,706
719,705,-1,0,16,1008.3828637972781,719,706
719,706,0,1,19,1006.9687184813638,719,706
719,706,0,0,15,1007.6690925100363,719,706
719,706,0,0,17,1007.6690925100363,719,706
719,706,0,0,327,434.750503162446,188,392
716,703,-3,-3,6,438.75505695091425,188,392
702,689,-14,-14,17,453.4754679141971,188,392
673,661,-29,-28,16,472.74623213728523,188,392
632,623,-41,-38,17,487.1765593704196,188,392
576,577,-56,-46,16,501.37810083808006,188,392
505,526,-71,-51,17,513.156896085398,188,392
430,481,-75,-45,17,510.03725354134673,188,392
382,456,-48,-25,16,479.15028957520207,188,392
329,432,-53,-24,17,480.7670953798731,188,392
305,423,-24,-9,17,453.5912256646947,188,392
278,415,-27,-8,17,454.1200281863816,188,392
262,411,-16,-4,16,445.45706863849404,188,392
252,410,-10,-1,17,440.06022315133185,188,392
242,409,-10,-1,16,440.06022315133185,188,392
233,408,-9,-1,17,439.6111918502531,188,392
220,406,-13,-2,16,442.3087157178796,188,392
213,404,-7,-2,17,439.61460394304464,188,392
206,401,-7,-3,17,440.51106683033515,188,392
201,399,-5,-2,17,438.7311249501225,188,392
198,398,-3,-1,16,436.95537529592195,188,392
197,397,-1,-1,17,436.08485412818453,188,392
196,396,-1,-1,17,436.08485412818453,188,392
196,396,0,0,17,434.750503162446,188,392
196,396,0,0,17,434.750503162446,188,392
195,396,-1,0,16,435.18386918634747,188,392
194,396,-1,0,16,435.18386918634747,188,392
193,395,-1,-1,17,436.08485412818453,188,392
191,394,-2,-1,17,436.5191862908204,188,392
190,393,-1,-1,17,436.08485412818453,188,392
189,393,-1,0,16,435.18386918634747,188,392
188,392,-1,-1,17,436.08485412818453,188,392
188,392,0,0,15,434.750503162446,188,392
188,392,0,0,319,865.7078028988765,409,763
197,399,9,7,16,855.2987782056045,409,763
211,412,14,13,16,847.6585397434512,409,763
240,442,29,30,17,825.6445966637219,409,763
269,479,29,37,17,819.43639167418,409,763
307,525,38,46,16,807.297962341043,409,763
337,564,30,39,17,817.2007097402694,409,763
370,612,33,48,17,807.8372360816255,409,763
397,651,27,39,17,818.5963596303126,409,763
408,670,11,19,16,843.765370230374,409,763
414,685,6,15,17,849.6546357197141,409,763
420,698,6,13,16,851.4158795794215,409,763
422,704,2,6,17,859.4754214054059,409,763
423,708,1,4,17,861.7105082334785,409,763
423,710,0,2,16,863.945600139268,409,763
423,711,0,1,17,864.8265722097119,409,763
423,712,0,1,17,864.8265722097119,409,763
423,714,0,2,16,863.945600139268,409,763
424,717,1,3,17,862.5914444277778,409,763
424,723,0,6,17,860.4243139288894,409,763
424,728,0,5,16,861.3042435748241,409,763
424,733,0,5,17,861.3042435748241,409,763
424,738,0,5,17,861.3042435748241,409,763
423,741,-1,3,16,863.5392289873113,409,763
422,744,-1,3,18,863.5392289873113,409,763
421,746,-1,2,16,864.4194583649769,409,763
420,748,-1,2,17,864.4194583649769,409,763
417,751,-3,3,16,864.4906014526705,409,763
416,753,-1,2,17,864.4194583649769,409,763
413,757,-3,4,16,863.6116025158532,409,763
411,760,-2,3,17,864.0144674714654,409,763
410,761,-1,1,17,865.2999479949135,409,763
409,762,-1,1,16,865.2999479949135,409,763
409,762,0,0,17,865.7078028988765,409,763
409,763,0,1,17,864.8265722097119,409,763
409,762,0,-1,346,1120.286570480964,939,610
414,757,5,-5,6,1118.2937896635212,939,610
421,750,7,-7,15,1117.7267107839912,939,610
476,708,55,-42,17,1098.4352507089345,939,610
502,692,26,-16,16,1106.9981933137922,939,610
561,665,59,-27,16,1086.3558348902077,939,610
663,637,102,-28,17,1052.4319455432735,939,610
712,633,49,-4,17,1081.2474277426052,939,610
778,633,66,0,16,1065.0018779326167,939,610
827,640,49,7,17,1075.0390690574925,939,610
853,650,26,10,17,1092.505835224691,939,610
871,657,18,7,16,1100.8405879145264,939,610
882,661,11,4,17,1108.3411027296606,939,610
889,662,7,1,17,1113.3305888189725,939,610
896,662,7,0,17,1113.8779107245102,939,610
901,658,5,-4,16,1117.7441567729172,939,610
908,651,7,-7,17,1117.7267107839912,939,610
915,644,7,-7,16,1117.7267107839912,939,610
919,639,4,-5,17,1119.129125704447,939,610
924,635,5,-4,17,1117.7441567729172,939,610
927,632,3,-3,17,1118.8677312354664,939,610
928,630,1,-2,16,1119.9946428443307,939,610
929,627,1,-3,17,1120.541387008976,939,610
930,623,1,-4,17,1121.0887565219803,939,610
931,616,1,-7,16,1122.7346079995932,939,610
933,613,2,-3,17,1119.7044252837443,939,610
934,610,1,-3,16,1120.541387008976,939,610
935,609,1,-1,18,1119.448524944314,939,610
936,609,1,0,16,1118.9030342259332,939,610
937,609,1,0,17,1118.9030342259332,939,610
937,609,0,0,16,1119.741488023017,939,610
938,609,1,0,17,1118.9030342259332,939,610
938,609,0,0,16,1119.741488023017,939,610
938,609,0,0,17,1119.741488023017,939,610
939,610,1,1,17,1118.358171606932,939,610
938,610,-1,0,117,212.20037700249262,201,65
937,610,-1,0,217,212.20037700249262,201,65
923,610,-14,0,16,224.61077445216202,201,65
883,603,-40,-7,16,251.52534663528445,201,65
827,590,-56,-13,17,268.57587382339466,201,65
711,551,-116,-39,18,333.6240399012038,201,65
593,500,-118,-51,15,339.43629741086914,201,65
521,460,-72,-40,17,292.4961538208665,201,65
429,398,-92,-62,17,319.3399442600315,201,65
357,339,-72,-59,16,299.8416248621929,201,65
318,298,-39,-41,18,262.36615635405417,201,65
281,255,-37,-43,16,261.357992033915,201,65
265,233,-16,-22,17,233.79050451205242,201,65
256,219,-9,-14,16,224.3680012836055,201,65
248,205,-8,-14,17,223.4323163734378,201,65
245,198,-3,-7,16,216.33307652783935,201,65
242,193,-3,-5,17,215.67568244936655,201,65
240,186,-2,-7,17,215.3903433304288,201,65
237,176,-3,-10,16,217.34994824015948,201,65
236,168,-1,-8,17,214.78593994952277,201,65
234,159,-2,-9,17,216.0671192014185,201,65
233,151,-1,-8,17,214.78593994952277,201,65
232,143,-1,-8,16,214.78593994952277,201,65
231,135,-1,-8,17,214.78593994952277,201,65
229,125,-2,-10,16,216.41164478835236,201,65
228,116,-1,-9,17,215.1278689523977,201,65
225,105,-3,-11,17,217.69703718700444,201,65
222,96,-3,-9,16,217.00691233230336,201,65
220,88,-2,-8,17,215.72667892497674,201,65
218,84,-2,-4,17,214.40615662802222,201,65
214,79,-4,-5,16,216.6217902243447,201,65
212,76,-2,-3,18,214.0864311440592,201,65
209,73,-3,-3,16,215.0348808914498,201,65
206,72,-3,-1,16,214.41082062246764,201,65
205,71,-1,-1,17,212.5088233462319,201,65
204,69,-1,-2,17,212.82152146810716,201,65
203,68,-1,-1,17,212.5088233462319,201,65
202,67,-1,-1,16,212.5088233462319,201,65
201,66,-1,-1,17,212.5088233462319,201,65
201,65,0,-1,17,211.5585025471678,201,65
201,65,0,0,16,211.24866863485792,201,65
203,66,2,1,267,832.982592855337,826,123
206,68,3,2,17,831.8473417641004,826,123
212,70,6,2,16,828.8793639607636,826,123
229,76,17,6,17,817.416662418867,826,123
251,82,22,6,16,812.4684609263304,826,123
297,90,46,8,17,788.431988189216,826,123
322,95,25,5,17,809.6449839281412,826,123
458,106,136,11,16,699.0307575493371,826,123
499,107,41,1,17,794.4236904826039,826,123
558,112,59,5,17,776.0238398399885,826,123
616,118,58,6,16,776.8609914263941,826,123
674,123,58,5,17,777.0122264160326,826,123
700,129,26,6,17,808.510358622572,826,123
727,134,27,5,16,807.66639152561,826,123
738,136,11,2,17,823.933249723544,826,123
748,138,10,2,17,824.9224205948096,826,123
753,138,5,0,17,830.1626346686534,826,123
756,138,3,0,16,832.1406131177591,826,123
757,138,1,0,17,834.1186965894003,826,123
758,138,1,0,17,834.1186965894003,826,123
759,138,1,0,17,834.1186965894003,826,123
760,137,1,-1,16,834.26674391348,826,123
762,137,2,0,16,833.1296417725155,826,123
765,135,3,-2,17,832.4385863233396,826,123
772,134,7,-1,17,828.3338698858088,826,123
777,133,5,-1,16,830.3113873722316,826,123
783,132,6,-1,18,829.3226151504612,826,123
788,131,5,-1,16,830.3113873722316,826,123
792,131,4,0,16,831.151610718526,826,123
797,131,5,0,17,830.1626346686534,826,123
800,131,3,0,17,832.1406131177591,826,123
804,130,4,-1,17,831.3001864549292,826,123
807,130,3,0,16,832.1406131177591,826,123
810,130,3,0,17,832.1406131177591,826,123
811,130,1,0,16,834.1186965894003,826,123
812,129,1,-1,17,834.26674391348,826,123
813,129,1,0,17,834.1186965894003,826,123
815,129,2,0,16,833.1296417725155,826,123
816,129,1,0,17,834.1186965894003,826,123
817,128,1,-1,17,834.26674391348,826,123
817,128,0,0,16,835.1077774754585,826,123
818,127,1,-1,17,834.26674391348,826,123
819,126,1,-1,17,834.26674391348,826,123
821,125,2,-1,17,833.2778648206131,826,123
823,124,2,-1,16,833.2778648206131,826,123
824,123,1,-1,17,834.26674391348,826,123
825,123,1,0,16,834.1186965894003,826,123
826,123,1,0,17,834.1186965894003,826,123
826,124,0,1,312,1188.9899074424475,1044,570
828,129,2,5,7,1185.322319033941,1044,570
831,134,3,5,14,1184.4433291635357,1044,570
841,155,10,21,17,1170.7079054999158,1044,570
854,183,13,28,17,1164.7853879577988,1044,570
882,239,28,56,17,1138.618461118561,1044,570
899,277,17,38,16,1156.6127268883047,1044,570
915,316,16,39,17,1157.0414858595175,1044,570
929,350,14,34,16,1161.118426345909,1044,570
944,378,15,28,18,1163.0154771111174,1044,570
955,397,11,19,16,1170.7647073601083,1044,570
967,416,12,19,16,1169.8824727296328,1044,570
979,432,12,16,17,1171.298424826056,1044,570
